"mid","oid","q1","q2","q3","q4","q5","uniqueid","q6"
"43","0","2","2","2","3","3","32543","2"
"43","0","2","2","2","3","3","32544","2"
"43","1","2","2","2","3","3","32545","0"
"43","2","3","2","2","3","3","32546","2"
"43","3","2","2","2","3","3","32547","5"
"43","4","1","2","2","3","3","32548","0"
"43","5","1","2","2","3","3","32549","0"
"43","6","2","2","2","3","3","32550","2"
"43","7","1","2","2","3","3","32551","0"
"43","8","1","2","2","3","3","32552","0"
"43","9","1","2","2","3","3","32553","0"
"43","10","1","2","2","3","3","32554","0"
"56","0","1","2","2","3","3","32555","0"
"43","11","1","2","2","3","3","32556","0"
"56","1","1","2","2","3","3","32557","0"
"56","2","1","2","2","3","3","32558","0"
"43","12","1","2","2","3","3","32559","0"
"56","3","1","2","2","3","3","32560","0"
"43","13","1","2","2","3","3","32561","0"
"56","4","1","2","2","3","3","32562","0"
"43","14","1","2","2","3","3","32563","0"
"76","0","4","2","2","1","1","32564","0"
"56","5","1","2","2","3","3","32565","0"
"56","6","1","2","2","3","3","32566","0"
"43","15","1","2","2","3","3","32567","0"
"76","1","1","2","2","3","3","32568","0"
"56","7","1","2","2","3","3","32569","0"
"43","16","1","2","2","3","3","32570","0"
"43","17","1","2","2","3","3","32571","0"
"56","8","1","2","2","3","3","32572","0"
"76","2","2","2","2","1","1","32573","0"
"43","18","1","2","2","3","3","32574","0"
"43","19","1","2","2","3","3","32575","0"
"56","9","1","2","2","3","3","32576","0"
"43","20","1","2","2","3","3","32577","0"
"76","3","1","2","2","3","3","32578","0"
"56","10","1","2","2","3","3","32579","0"
"43","21","2","2","2","1","1","32580","0"
"43","22","1","2","2","3","3","32581","0"
"56","11","1","2","2","3","3","32582","0"
"76","4","1","2","2","3","3","32583","0"
"57","0","1","2","2","3","3","32584","0"
"57","1","1","2","2","3","3","32585","0"
"57","1","1","2","2","3","3","32586","0"
"76","5","5","1","1","1","1","32587","100"
"56","11","1","2","2","3","3","32588","0"
"57","2","1","2","2","3","3","32589","0"
"160","0","1","2","2","3","3","32590","0"
"76","6","1","2","2","3","3","32591","0"
"56","12","1","2","2","3","3","32592","0"
"43","23","1","2","2","3","3","32593","0"
"76","7","1","2","2","3","3","32594","0"
"56","13","1","2","2","3","3","32595","0"
"76","8","1","2","2","3","3","32596","0"
"43","24","1","2","2","3","3","32597","0"
"56","14","1","2","2","3","3","32598","0"
"76","9","1","2","2","3","3","32599","0"
"57","3","1","2","2","3","3","32600","0"
"43","25","1","2","2","3","3","32601","0"
"76","10","1","2","2","3","3","32602","0"
"56","15","1","2","2","3","3","32603","0"
"76","11","1","2","2","3","3","32604","0"
"43","26","1","2","2","3","3","32605","0"
"76","12","1","2","2","3","3","32606","0"
"76","13","1","2","2","3","3","32607","0"
"56","16","1","2","2","3","3","32608","0"
"43","27","1","2","2","3","3","32609","0"
"57","3","1","2","2","3","3","32610","0"
"76","14","1","2","2","3","3","32611","0"
"76","15","1","2","2","3","3","32612","0"
"39","0","2","2","2","1","2","32613","0"
"43","28","1","2","2","3","3","32614","0"
"160","1","2","2","2","3","3","32615","0"
"76","16","1","2","2","3","3","32616","0"
"43","29","1","2","2","3","3","32617","0"
"76","17","1","2","2","3","3","32618","0"
"76","18","1","2","2","3","3","32619","0"
"43","30","1","2","2","3","3","32620","0"
"39","1","1","2","2","3","3","32621","0"
"56","17","1","2","2","3","3","32622","0"
"76","19","1","2","2","3","3","32623","0"
"56","18","1","2","2","3","3","32624","0"
"4","0","2","1","2","2","2","32625","0"
"76","20","1","2","2","3","3","32626","0"
"56","19","1","2","2","3","3","32627","0"
"160","2","2","2","2","3","3","32628","0"
"76","21","1","2","2","3","3","32629","0"
"56","20","1","2","2","3","3","32630","0"
"76","22","1","2","2","3","3","32631","0"
"0","1","4","1","2","2","1","32632","39"
"56","21","1","2","2","3","3","32633","0"
"76","23","1","2","2","3","3","32634","0"
"43","31","3","2","2","1","1","32635","1"
"56","22","1","2","2","3","3","32636","0"
"76","24","1","2","2","3","3","32637","0"
"43","32","1","2","2","3","3","32638","0"
"160","3","2","2","2","3","3","32639","0"
"76","25","1","2","2","3","3","32640","0"
"56","23","1","2","2","3","3","32641","0"
"4","1","1","2","2","3","3","32642","0"
"76","26","1","2","2","3","3","32643","0"
"43","33","1","2","2","3","3","32644","0"
"56","24","1","2","2","3","3","32645","0"
"39","2","2","1","2","1","1","32646","0"
"76","27","1","2","2","3","3","32647","0"
"4","2","1","2","2","3","3","32648","0"
"76","28","1","2","2","3","3","32649","0"
"76","29","1","2","2","3","3","32650","0"
"4","3","1","2","2","3","3","32651","0"
"56","25","1","2","2","3","3","32652","0"
"76","30","1","2","2","3","3","32653","0"
"0","2","3","1","2","1","1","32654","0"
"4","5","1","2","2","3","3","32655","0"
"76","31","1","2","2","3","3","32656","0"
"10","0","3","2","2","1","1","32657","0"
"43","34","4","1","1","2","2","32658","31"
"76","32","1","2","2","3","3","32659","0"
"4","6","1","2","2","3","3","32660","0"
"160","4","3","2","2","1","3","32661","0"
"167","0","3","2","2","3","3","32662","0"
"76","33","1","2","2","3","3","32663","0"
"76","34","1","2","2","3","3","32664","0"
"4","7","1","2","2","3","3","32665","0"
"76","35","1","2","2","3","3","32666","0"
"0","3","3","1","2","1","1","32667","0"
"4","8","1","2","2","3","3","32668","0"
"57","4","1","2","2","3","3","32669","0"
"76","36","1","2","2","3","3","32670","0"
"167","1","1","2","2","3","3","32671","0"
"56","26","1","2","2","3","3","32672","0"
"73","0","1","2","2","3","3","32673","0"
"4","9","1","2","2","3","3","32674","0"
"76","37","1","2","2","3","3","32675","0"
"76","38","1","2","2","3","3","32676","0"
"4","10","1","2","2","3","3","32677","0"
"160","5","3","2","2","1","1","32678","0"
"76","39","1","2","2","3","3","32679","0"
"4","11","1","2","2","3","3","32680","0"
"10","1","3","1","1","1","1","32681","0"
"56","27","1","2","2","3","3","32682","0"
"4","12","1","2","2","3","3","32683","0"
"0","4","3","1","2","2","1","32684","0"
"56","28","1","2","2","3","3","32685","0"
"76","40","1","2","2","3","3","32686","0"
"43","35","3","1","2","2","1","32687","1"
"4","13","1","2","2","3","3","32688","0"
"102","0","1","2","2","3","3","32689","0"
"73","0","1","2","2","3","3","32690","0"
"56","29","1","2","2","3","3","32691","0"
"160","6","2","2","2","3","3","32692","0"
"4","14","1","2","2","3","3","32693","0"
"76","41","1","2","2","3","3","32694","0"
"167","2","3","2","2","1","1","32695","0"
"10","2","3","2","2","1","1","32696","0"
"4","15","1","2","2","3","3","32697","0"
"56","30","1","2","2","3","3","32698","0"
"57","3","1","2","2","3","3","32699","0"
"56","31","1","2","2","3","3","32700","0"
"160","7","1","2","2","3","3","32701","0"
"0","5","3","1","2","2","1","32702","0"
"4","16","1","2","2","3","3","32703","0"
"56","32","1","2","2","3","3","32704","0"
"39","3","1","2","2","3","3","32705","0"
"160","8","1","2","2","3","3","32706","0"
"101","0","1","2","2","3","3","32707","0"
"4","17","1","2","2","3","3","32708","0"
"10","3","3","2","2","1","1","32709","0"
"76","42","2","2","2","1","1","32710","0"
"43","36","4","1","1","1","1","32711","3"
"56","33","1","2","2","3","3","32712","0"
"160","9","1","2","2","3","3","32713","0"
"101","1","1","2","2","3","3","32714","0"
"10","3","3","2","2","1","1","32715","0"
"4","17","1","2","2","3","3","32716","0"
"76","43","1","2","2","3","3","32717","0"
"73","1","2","2","2","3","3","32718","0"
"10","3","3","2","2","1","1","32719","0"
"101","2","1","2","2","3","3","32720","0"
"56","34","1","2","2","3","3","32721","0"
"160","10","1","2","2","3","3","32722","0"
"76","44","1","2","2","3","3","32723","0"
"73","2","1","2","2","3","3","32724","0"
"39","4","2","1","2","1","1","32725","0"
"56","35","1","2","2","3","3","32726","0"
"0","6","5","1","1","2","2","32727","100"
"101","3","1","2","2","3","3","32728","0"
"160","11","1","2","2","3","3","32729","0"
"39","5","1","2","2","3","3","32730","0"
"101","4","1","2","2","3","3","32731","0"
"167","3","2","2","2","1","1","32732","0"
"76","45","1","2","2","3","3","32733","0"
"160","12","1","2","2","3","3","32734","0"
"43","37","3","1","1","2","1","32735","9"
"101","5","1","2","2","3","3","32736","0"
"4","18","1","2","2","3","3","32737","0"
"62","0","1","2","2","3","3","32738","0"
"76","46","1","2","2","3","3","32739","0"
"10","4","3","2","2","1","1","32740","0"
"160","13","1","2","2","3","3","32741","0"
"39","6","2","1","2","2","2","32742","0"
"0","7","5","1","1","2","1","32743","100"
"4","19","1","2","2","3","3","32744","0"
"160","14","1","2","2","3","3","32745","0"
"62","1","1","2","2","3","3","32746","0"
"167","4","3","2","2","2","1","32747","0"
"73","3","3","2","2","3","3","32748","0"
"43","38","3","1","2","1","1","32749","3"
"160","15","1","2","2","3","3","32750","0"
"76","47","2","2","2","3","3","32751","0"
"101","6","1","2","2","3","3","32752","0"
"10","5","3","2","2","1","1","32753","0"
"4","20","1","2","2","3","3","32754","0"
"39","7","5","1","2","2","2","32755","0"
"62","2","1","2","2","3","3","32756","0"
"73","4","1","2","2","3","3","32757","0"
"0","8","3","1","2","2","1","32758","0"
"76","48","1","2","2","3","3","32759","0"
"101","7","1","2","2","3","3","32760","0"
"73","5","1","2","2","3","3","32761","0"
"4","21","1","2","2","3","3","32762","0"
"39","8","1","2","2","3","3","32763","0"
"62","3","1","2","2","3","3","32764","0"
"39","9","1","2","2","3","3","32765","0"
"101","8","1","2","2","3","3","32766","0"
"160","16","2","2","2","3","3","32767","0"
"167","5","5","1","1","1","1","32768","24"
"10","6","4","1","1","2","1","32769","0"
"43","39","3","1","2","2","1","32770","1"
"101","9","1","2","2","3","3","32771","0"
"62","4","1","2","2","3","3","32772","0"
"39","10","1","2","2","3","3","32773","0"
"4","21","1","2","2","3","3","32774","0"
"0","9","3","1","2","2","2","32775","0"
"101","10","1","2","2","3","3","32776","0"
"39","11","1","2","2","3","3","32777","0"
"4","22","1","2","2","3","3","32778","0"
"73","6","3","2","2","3","3","32779","0"
"101","11","1","2","2","3","3","32780","0"
"10","7","3","1","2","2","1","32781","0"
"39","12","5","1","2","2","2","32782","0"
"4","23","1","2","2","3","3","32783","0"
"76","49","3","1","2","3","3","32784","0"
"43","40","3","1","2","2","1","32785","3"
"101","12","1","2","2","3","3","32786","0"
"0","10","3","1","2","2","2","32787","0"
"39","13","1","2","2","3","3","32788","0"
"167","6","2","2","2","3","3","32789","0"
"0","9","3","2","2","3","3","32790","0"
"39","14","1","2","2","3","3","32791","0"
"73","7","1","2","2","3","3","32792","0"
"4","24","1","2","2","3","3","32793","0"
"101","13","1","2","2","3","3","32794","0"
"76","50","1","2","2","3","3","32795","0"
"39","15","1","2","2","3","3","32796","0"
"62","5","3","1","2","2","1","32797","0"
"73","8","1","2","2","3","3","32798","0"
"39","16","1","2","2","3","3","32799","0"
"73","9","1","2","2","3","3","32800","0"
"101","14","1","2","2","3","3","32801","0"
"39","17","1","2","2","3","3","32802","0"
"76","51","1","2","2","3","3","32803","0"
"4","25","1","2","2","3","3","32804","0"
"43","41","3","2","2","3","3","32805","0"
"73","10","1","2","2","3","3","32806","0"
"10","8","3","2","2","2","1","32807","0"
"62","6","1","2","2","3","3","32808","0"
"76","52","1","2","2","3","3","32809","0"
"101","15","1","2","2","3","3","32810","0"
"4","26","1","2","2","3","3","32811","0"
"62","7","1","2","2","3","3","32812","0"
"167","7","2","2","2","3","3","32813","0"
"76","53","1","2","2","3","3","32814","0"
"39","18","2","1","2","1","1","32815","0"
"0","11","4","1","2","2","1","32816","0"
"73","11","1","2","2","3","3","32817","0"
"101","15","1","2","2","3","3","32818","0"
"0","10","3","2","2","3","3","32819","0"
"4","27","1","2","2","3","3","32820","0"
"76","54","1","2","2","3","3","32821","0"
"62","7","1","2","2","3","3","32822","0"
"39","19","1","2","2","3","3","32823","0"
"167","8","1","2","2","3","3","32824","0"
"73","12","1","2","2","3","3","32825","0"
"39","20","1","2","2","3","3","32826","0"
"43","42","3","2","2","1","1","32827","1"
"76","55","1","2","2","3","3","32828","0"
"73","13","1","2","2","3","3","32829","0"
"10","9","3","2","2","2","2","32830","0"
"62","8","1","2","2","3","3","32831","0"
"167","8","1","2","2","3","3","32832","0"
"4","28","1","2","2","3","3","32833","0"
"39","21","1","2","2","3","3","32834","0"
"73","14","1","2","2","3","3","32835","0"
"76","56","1","2","2","3","3","32836","0"
"4","29","1","2","2","3","3","32837","0"
"0","12","5","1","1","2","2","32838","100"
"167","9","1","2","2","3","3","32839","0"
"73","15","1","2","2","3","3","32840","0"
"76","57","1","2","2","3","3","32841","0"
"62","9","1","2","2","3","3","32842","0"
"10","11","3","1","2","1","1","32843","0"
"0","11","4","1","2","2","2","32844","0"
"43","44","3","1","2","2","1","32845","2"
"101","16","3","2","2","3","3","32846","0"
"167","10","1","2","2","3","3","32847","0"
"76","58","1","2","2","3","3","32848","0"
"62","10","1","2","2","3","3","32849","0"
"76","59","1","2","2","3","3","32850","0"
"39","22","1","2","2","3","3","32851","0"
"0","13","4","1","2","2","2","32852","64"
"76","60","1","2","2","3","3","32853","0"
"4","30","1","2","2","3","3","32854","0"
"43","44","3","1","2","2","1","32855","2"
"39","23","1","2","2","3","3","32856","0"
"62","11","1","2","2","3","3","32857","0"
"4","31","1","2","2","3","3","32858","0"
"10","12","3","1","2","2","1","32859","0"
"73","16","4","2","2","2","2","32860","0"
"101","17","3","2","2","3","3","32861","0"
"0","12","3","1","2","3","3","32862","0"
"62","12","1","2","2","3","3","32863","0"
"160","17","2","2","2","3","3","32864","0"
"180","0","1","2","2","3","3","32865","0"
"0","14","4","1","2","2","2","32866","36"
"39","23","1","2","2","3","3","32867","0"
"167","11","3","2","2","1","1","32868","0"
"160","18","1","2","2","3","3","32869","0"
"167","12","1","2","2","3","3","32870","0"
"10","13","3","1","2","2","1","32871","0"
"4","32","1","2","2","3","3","32872","0"
"76","61","3","1","2","1","1","32873","0"
"180","1","1","2","2","3","3","32874","0"
"29","0","3","2","2","1","1","32875","0"
"43","45","3","1","2","2","1","32876","2"
"180","2","1","2","2","3","3","32877","0"
"160","19","2","2","2","3","3","32878","0"
"39","24","2","1","2","2","2","32879","0"
"76","62","1","2","2","3","3","32880","0"
"101","18","2","2","2","3","3","32881","0"
"0","15","5","1","1","2","1","32882","100"
"4","33","1","2","2","3","3","32883","0"
"62","13","1","2","2","3","3","32884","0"
"39","25","1","2","2","3","3","32885","0"
"180","3","1","2","2","3","3","32886","0"
"160","20","1","2","2","3","3","32887","0"
"76","63","1","2","2","3","3","32888","0"
"101","19","1","2","2","3","3","32889","0"
"10","14","3","1","2","2","2","32890","0"
"0","13","4","1","2","3","3","32891","0"
"39","26","1","2","2","3","3","32892","0"
"4","34","1","2","2","3","3","32893","0"
"62","14","1","2","2","3","3","32894","0"
"160","21","1","2","2","3","3","32895","0"
"43","46","3","2","2","3","3","32896","1"
"73","17","2","2","2","1","1","32897","0"
"4","35","1","2","2","3","3","32898","0"
"39","27","2","1","2","2","2","32899","0"
"73","18","1","2","2","3","3","32900","0"
"29","1","3","1","2","3","1","32901","0"
"10","15","3","1","2","2","1","32902","0"
"4","36","1","2","2","3","3","32903","0"
"180","4","1","2","2","3","3","32904","0"
"101","20","3","2","2","3","3","32905","0"
"76","64","4","2","2","2","3","32906","28"
"39","28","1","2","2","3","3","32907","0"
"4","37","1","2","2","3","3","32908","0"
"62","15","1","2","2","3","3","32909","0"
"39","29","1","2","2","3","3","32910","0"
"160","22","2","2","2","3","3","32911","0"
"73","19","1","2","2","3","3","32912","0"
"39","30","1","2","2","3","3","32913","0"
"180","5","1","2","2","3","3","32914","0"
"43","47","3","1","2","1","1","32915","2"
"10","16","3","1","2","2","1","32916","0"
"29","2","3","1","2","1","1","32917","0"
"76","65","4","1","2","1","1","32918","0"
"101","21","2","2","2","3","3","32919","0"
"0","16","5","1","1","2","1","32920","100"
"73","20","1","2","2","3","3","32921","0"
"62","16","3","2","2","3","3","32922","0"
"76","66","1","2","2","3","3","32923","0"
"73","21","1","2","2","3","3","32924","0"
"39","31","4","1","2","2","2","32925","0"
"62","17","1","2","2","3","3","32926","0"
"101","22","3","2","2","3","3","32927","0"
"73","22","1","2","2","3","3","32928","0"
"29","3","3","2","2","1","1","32929","0"
"10","17","3","1","1","1","1","32930","0"
"62","18","1","2","2","3","3","32931","0"
"73","23","1","2","2","3","3","32932","0"
"39","32","1","2","2","3","3","32933","0"
"101","23","1","2","2","3","3","32934","0"
"62","18","1","2","2","3","3","32935","0"
"43","48","5","1","1","2","2","32936","100"
"39","33","1","2","2","3","3","32937","0"
"167","13","1","2","2","3","3","32938","0"
"76","67","4","1","2","3","3","32939","0"
"62","19","1","2","2","3","3","32940","0"
"39","33","1","2","2","3","3","32941","0"
"73","24","4","1","2","2","1","32942","0"
"167","14","1","2","2","3","3","32943","0"
"0","17","3","1","2","1","1","32944","0"
"160","23","5","1","2","2","1","32945","31"
"39","33","1","2","2","3","3","32946","0"
"10","18","3","2","2","1","1","32947","0"
"39","33","1","2","2","3","3","32948","0"
"167","15","1","2","2","3","3","32949","0"
"73","25","1","2","2","3","3","32950","0"
"29","4","3","2","2","3","3","32951","0"
"101","24","4","2","2","3","1","32952","0"
"73","26","1","2","2","3","3","32953","0"
"62","20","1","2","2","3","3","32954","0"
"39","34","1","2","2","3","3","32955","0"
"76","68","4","2","2","3","3","32956","0"
"73","27","1","2","2","3","3","32957","0"
"180","6","1","2","2","3","3","32958","0"
"10","19","3","2","2","1","1","32959","0"
"62","21","1","2","2","3","3","32960","0"
"160","24","3","1","2","1","1","32961","10"
"167","16","2","2","2","3","3","32962","0"
"0","18","3","1","2","2","2","32963","0"
"73","28","1","2","2","3","3","32964","0"
"36","0","2","2","2","3","3","32965","0"
"76","69","1","2","2","3","3","32966","0"
"101","25","2","2","2","3","3","32967","0"
"73","29","1","2","2","3","3","32968","0"
"180","7","1","2","2","3","3","32969","0"
"39","35","2","1","1","1","1","32970","0"
"62","22","1","2","2","3","3","32971","0"
"29","5","2","2","2","3","3","32972","0"
"43","49","3","1","2","3","3","32973","4"
"160","25","1","2","2","3","3","32974","0"
"73","30","1","2","2","3","3","32975","0"
"10","20","3","1","2","2","1","32976","0"
"180","8","1","2","2","3","3","32977","0"
"0","18","3","1","2","2","1","32978","0"
"62","23","1","2","2","3","3","32979","0"
"39","36","1","2","2","3","3","32980","0"
"167","17","4","2","2","3","3","32981","0"
"101","26","2","2","2","3","3","32982","0"
"39","37","1","2","2","3","3","32983","0"
"73","31","1","2","2","3","3","32984","0"
"180","9","1","2","2","3","3","32985","0"
"76","70","4","2","2","3","3","32986","0"
"101","27","1","2","2","3","3","32987","0"
"167","18","1","2","2","3","3","32988","0"
"29","6","4","1","1","2","1","32989","0"
"73","32","1","2","2","3","3","32990","0"
"36","1","3","2","2","3","3","32991","0"
"39","38","1","2","2","3","3","32992","0"
"62","24","1","2","2","3","3","32993","0"
"167","19","1","2","2","3","3","32994","0"
"180","10","1","2","2","3","3","32995","0"
"43","50","3","1","2","3","1","32996","2"
"10","21","3","2","2","1","1","32997","0"
"0","19","5","1","1","1","1","32998","100"
"73","33","1","2","2","3","3","32999","0"
"167","20","1","2","2","3","3","33000","0"
"62","25","1","2","2","3","3","33001","0"
"167","21","1","2","2","3","3","33002","0"
"39","40","2","1","2","2","2","33003","0"
"36","2","1","2","2","3","3","33004","0"
"180","11","1","2","2","3","3","33005","0"
"62","26","1","2","2","3","3","33006","0"
"76","71","4","2","2","3","3","33007","0"
"160","26","2","2","2","3","3","33008","0"
"101","28","3","2","2","3","3","33009","0"
"10","22","5","1","1","2","2","33010","0"
"180","12","1","2","2","3","3","33011","0"
"43","51","3","2","2","3","3","33012","3"
"0","20","4","1","2","2","1","33013","45"
"62","27","1","2","2","3","3","33014","0"
"167","22","1","2","2","3","3","33015","0"
"180","13","1","2","2","3","3","33016","0"
"29","7","3","1","2","2","1","33017","0"
"160","27","1","2","2","3","3","33018","0"
"76","72","1","2","2","3","3","33019","0"
"73","33","1","2","2","3","3","33020","0"
"39","41","5","1","2","2","2","33021","0"
"73","33","1","2","2","3","3","33022","0"
"180","14","1","2","2","3","3","33023","0"
"62","28","1","2","2","3","3","33024","0"
"36","3","3","2","2","3","3","33025","0"
"76","73","1","2","2","3","3","33026","0"
"160","28","1","2","2","3","3","33027","0"
"76","73","1","2","2","3","3","33028","0"
"62","29","1","2","2","3","3","33029","0"
"180","15","1","2","2","3","3","33030","0"
"73","33","1","2","2","3","3","33031","0"
"0","21","4","1","2","1","1","33032","38"
"36","4","1","2","2","3","3","33033","0"
"76","74","1","2","2","3","3","33034","0"
"10","23","4","1","2","2","1","33035","0"
"164","0","3","2","2","1","1","33036","0"
"167","23","4","2","2","3","3","33037","0"
"62","30","1","2","2","3","3","33038","0"
"43","52","2","2","2","1","1","33039","7"
"36","5","1","2","2","3","3","33040","0"
"29","8","3","1","2","3","3","33041","0"
"76","75","1","2","2","3","3","33042","0"
"39","42","2","1","2","1","1","33043","0"
"164","1","1","2","2","3","3","33044","0"
"0","22","3","1","2","2","2","33045","41"
"10","24","3","2","2","1","1","33046","0"
"76","77","1","2","2","3","3","33047","0"
"62","31","1","2","2","3","3","33048","0"
"76","78","1","2","2","3","3","33049","0"
"167","24","2","2","2","3","3","33050","0"
"101","29","1","2","2","3","3","33051","0"
"0","22","3","1","2","2","2","33052","0"
"43","53","3","2","2","3","3","33053","1"
"29","9","3","2","2","3","3","33054","0"
"180","15","1","2","2","3","3","33055","0"
"36","6","3","2","2","3","3","33056","0"
"39","42","2","1","2","1","1","33057","0"
"167","25","1","2","2","3","3","33058","0"
"73","34","1","2","2","3","3","33059","0"
"10","25","3","2","2","1","1","33060","0"
"180","16","1","2","2","3","3","33061","0"
"62","32","1","2","2","3","3","33062","0"
"36","7","1","2","2","3","3","33063","0"
"164","2","2","2","2","1","1","33064","0"
"73","35","1","2","2","3","3","33065","0"
"167","26","1","2","2","3","3","33066","0"
"39","43","1","2","2","3","3","33067","0"
"180","17","1","2","2","3","3","33068","0"
"101","30","3","2","2","3","3","33069","0"
"167","27","1","2","2","3","3","33070","0"
"43","54","3","1","2","1","1","33071","5"
"180","18","1","2","2","3","3","33072","0"
"164","3","1","2","2","3","3","33073","0"
"29","10","4","1","1","2","1","33074","0"
"167","28","1","2","2","3","3","33075","0"
"10","26","3","2","2","1","1","33076","0"
"73","35","1","2","2","3","3","33077","0"
"76","79","4","1","2","1","1","33078","0"
"180","19","1","2","2","3","3","33079","0"
"36","8","2","2","2","3","3","33080","0"
"39","44","2","1","1","1","1","33081","0"
"0","23","3","1","2","2","1","33082","0"
"76","80","1","2","2","3","3","33083","0"
"39","45","1","2","2","3","3","33084","0"
"29","11","3","2","2","3","1","33085","0"
"76","81","1","2","2","3","3","33086","0"
"36","9","2","2","2","3","3","33087","0"
"43","55","3","2","2","3","3","33088","4"
"10","27","3","2","2","2","1","33089","0"
"73","36","3","2","2","3","3","33090","0"
"39","46","1","2","2","3","3","33091","0"
"180","20","1","2","2","3","3","33092","0"
"0","24","3","1","2","1","1","33093","0"
"101","31","4","1","2","1","1","33094","2"
"76","82","4","1","2","1","1","33095","0"
"39","47","1","2","2","3","3","33096","0"
"73","37","1","2","2","3","3","33097","0"
"10","28","3","2","2","1","1","33098","0"
"101","32","1","2","2","3","3","33099","0"
"36","10","2","2","2","3","3","33100","0"
"43","56","4","1","2","2","2","33101","4"
"39","48","1","2","2","3","3","33102","0"
"180","21","1","2","2","3","3","33103","0"
"39","49","1","2","2","3","3","33104","0"
"29","12","3","1","2","3","1","33105","0"
"73","37","1","2","2","3","3","33106","0"
"36","11","1","2","2","3","3","33107","0"
"0","25","3","1","2","1","1","33108","0"
"180","22","1","2","2","3","3","33109","0"
"62","33","3","1","2","2","1","33110","22"
"76","83","4","1","2","3","3","33111","0"
"39","49","1","2","2","3","3","33112","0"
"4","37","1","2","2","3","3","33113","0"
"29","13","3","1","2","3","3","33114","0"
"180","23","1","2","2","3","3","33115","0"
"43","57","4","1","2","1","1","33116","15"
"36","12","3","2","2","3","3","33117","0"
"0","26","4","1","2","2","1","33118","27"
"76","84","4","1","2","3","3","33119","0"
"180","23","1","2","2","3","3","33120","0"
"180","24","1","2","2","3","3","33121","0"
"10","29","4","1","1","2","2","33122","0"
"29","14","3","1","2","3","1","33123","0"
"76","85","1","2","2","3","3","33124","0"
"62","34","3","2","2","3","1","33125","0"
"73","38","3","2","2","3","3","33126","0"
"160","29","5","1","2","2","2","33127","50"
"164","4","3","2","2","3","3","33128","0"
"101","33","1","2","2","3","3","33129","0"
"36","13","2","2","2","3","3","33130","0"
"4","38","1","2","2","3","3","33131","0"
"43","58","3","1","2","2","3","33132","4"
"160","30","1","2","2","3","3","33133","0"
"180","25","1","2","2","3","3","33134","0"
"76","86","1","2","2","3","3","33135","0"
"0","27","5","1","1","2","2","33136","100"
"39","50","2","1","1","1","1","33137","0"
"4","39","1","2","2","3","3","33138","0"
"10","30","4","1","1","2","1","33139","0"
"76","87","1","2","2","3","3","33140","0"
"36","13","2","2","2","3","3","33141","0"
"39","51","1","2","2","3","3","33142","0"
"4","40","1","2","2","3","3","33143","0"
"73","39","1","2","2","3","3","33144","0"
"76","88","1","2","2","3","3","33145","0"
"43","59","3","1","2","2","3","33146","6"
"29","15","3","2","2","3","1","33147","0"
"164","5","4","2","2","1","1","33148","0"
"73","40","1","2","2","3","3","33149","0"
"4","41","1","2","2","3","3","33150","0"
"180","26","1","2","2","3","3","33151","0"
"62","35","3","2","2","2","1","33152","0"
"36","14","1","2","2","3","3","33153","0"
"160","31","4","1","2","1","1","33154","14"
"39","52","2","1","1","1","1","33155","0"
"10","31","3","2","2","1","1","33156","0"
"0","28","3","1","2","2","2","33157","0"
"73","41","1","2","2","3","3","33158","0"
"164","6","1","2","2","3","3","33159","0"
"160","32","1","2","2","3","3","33160","0"
"4","42","1","2","2","3","3","33161","0"
"76","89","4","1","2","3","3","33162","0"
"36","15","1","2","2","3","3","33163","0"
"29","16","3","1","2","2","1","33164","0"
"39","53","2","1","2","2","2","33165","0"
"62","36","3","2","2","1","1","33166","0"
"36","16","1","2","2","3","3","33167","0"
"10","32","3","2","2","1","1","33168","0"
"4","42","1","2","2","3","3","33169","0"
"0","29","3","1","2","2","2","33170","0"
"36","17","1","2","2","3","3","33171","0"
"73","42","4","1","2","2","1","33172","0"
"76","90","4","1","2","3","3","33173","0"
"36","18","1","2","2","3","3","33174","0"
"39","54","4","1","1","1","1","33175","0"
"76","91","1","2","2","3","3","33176","0"
"1","0","5","2","1","1","1","33177","27"
"10","33","3","1","2","2","1","33178","0"
"62","37","3","2","2","2","1","33179","0"
"29","17","4","1","1","1","1","33180","0"
"0","30","3","1","2","1","1","33181","61"
"43","60","3","1","2","2","1","33182","12"
"39","55","2","1","2","2","2","33183","0"
"39","56","1","2","2","3","3","33184","0"
"180","27","1","2","2","3","3","33185","0"
"36","19","3","1","2","3","3","33186","0"
"29","18","3","1","2","1","1","33187","0"
"73","43","4","1","2","2","2","33188","0"
"39","57","1","2","2","3","3","33189","0"
"62","38","3","2","2","3","1","33190","0"
"43","61","4","1","2","1","1","33191","4"
"164","7","1","2","2","3","3","33192","0"
"180","28","1","2","2","3","3","33193","0"
"4","43","1","2","2","3","3","33194","0"
"164","7","1","2","2","3","3","33195","0"
"76","92","4","1","2","1","1","33196","0"
"0","31","3","1","2","1","1","33197","81"
"39","58","2","1","1","3","2","33198","0"
"36","20","2","2","2","3","3","33199","0"
"164","8","1","2","2","3","3","33200","0"
"10","34","1","2","2","3","3","33201","0"
"180","29","1","2","2","3","3","33202","0"
"1","2","4","1","2","1","1","33203","0"
"29","19","3","1","2","1","1","33204","0"
"73","44","4","1","2","1","1","33205","0"
"39","59","2","1","2","2","2","33206","0"
"4","44","1","2","2","3","3","33207","0"
